"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"897","codmine03879","Malezia",2022-02-16,"Nord-Kivu",47,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"898","codmine03880","Kakuka",2022-02-16,"Nord-Kivu",158,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"899","codmine03881","Sanjin",2022-02-17,"Nord-Kivu",408,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"900","codmine03882","Luveve",2022-02-18,"Nord-Kivu",200,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"901","codmine03883","Kisavadudu",2022-02-18,"Nord-Kivu",45,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"902","codmine03884","Bikara",2022-02-19,"Nord-Kivu",75,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"903","codmine03885","COMACO",2022-02-20,"Maniema",70,"Less than 2h walk","Less than 2h walk","Cuivre",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"904","codmine03886","Stelac Loso/COMIBA",2022-02-22,"Maniema",6,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"905","codmine03887","Amakinga",2022-02-26,"Maniema",150,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"906","codmine03888","Yumbi",2022-03-02,"Maniema",15,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"907","codmine03889","Lowa",2022-03-05,"Maniema",140,"Less than 2h walk","Less than 2h walk","Or","Cassitérite",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"908","codmine03890","Lukamba/nyalubwe",2022-04-07,"Sud-Kivu",70,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"909","codmine03891","Kananga /Nyamukindula",2022-04-07,"Sud-Kivu",30,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"910","codmine03958","Zalya",2023-03-05,"Sud-Kivu",70,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","Maï-Maï Lwesula","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"911","codmine03959","Musokolo",2023-03-05,"Sud-Kivu",200,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"912","codmine03961","Mwana 2",2023-03-06,"Sud-Kivu",100,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"913","codmine03965","Rugomoza",2023-03-08,"Sud-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"914","codmine03966","Kwatende",2023-03-10,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Lwesula","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"915","codmine03967","Muliza",2023-03-11,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"916","codmine03968","Miza",2023-03-10,"Sud-Kivu",5,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Lwesula","Aléatoire",NA,NA,NA,NA,"Chefferie",NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"917","codmine03981","Mushwau Aval",2022-08-16,"Nord-Kivu",60,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"918","codmine03982","Kasopo",2022-08-16,"Nord-Kivu",0,"No data","No data","Or","Cassitérite","Coltan","No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Jaune","No data",NA,"IPIS - USAID"
"919","codmine03983","Mbemba",2022-08-16,"Nord-Kivu",45,"Less than 2h walk","Less than 2h walk","Or","Cassitérite","Coltan","None observed","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Jaune","None observed",NA,"IPIS - USAID"
"920","codmine03984","Miirimbo",2022-08-16,"Nord-Kivu",0,"No data","No data","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Jaune","No data",NA,"IPIS - USAID"
"921","codmine03985","Kahira",2022-08-15,"Nord-Kivu",75,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"922","codmine03988","Ngululu",2022-08-17,"Nord-Kivu",0,"No data","No data","Or","Cassitérite","Coltan","No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"923","codmine03990","Lulambo",2022-08-09,"Nord-Kivu",25,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","Nyatura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"924","codmine03991","Nyakishiku Braza",2022-08-11,"Nord-Kivu",0,"No data","No data","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"925","codmine03992","Lutso",2022-08-11,"Nord-Kivu",50,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"926","codmine04029","Kinkobongo/Kamushale",2022-09-06,"Sud-Kivu",300,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"927","codmine04030","Kitumba/Kamakongo",2022-09-07,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"928","codmine04031","Ndeya mulombyo",2022-09-03,"Sud-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","Police Nationale Congolaise (sauf PMH)","Plus d'une fois par semaine",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"929","codmine04032","Paapa",2022-09-01,"Sud-Kivu",400,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"930","codmine04033","Bintidila",2022-08-30,"Sud-Kivu",180,"More than 2h walk","More than 2h walk","Or","Cassitérite",NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"931","codmine04035","Milembe/Kisege/Mulolo",2022-08-21,"Sud-Kivu",400,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Vert","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"932","codmine04042","Bakoko",2022-06-29,"Ituri",175,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","ANR","No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - PDEC"
"933","codmine04043","Bon Marché",2022-07-11,"Ituri",55,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - PDEC"
"934","codmine04044","Camp Base",2022-07-01,"Ituri",605,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","ANR","Chefferie","No traceability program","None","None observed",NA,"IPIS - PDEC"
"935","codmine04046","Dieu Merci",2022-07-08,"Ituri",150,"Less than 2h walk","Less than 2h walk","Or","Diamant",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","None observed",NA,"IPIS - PDEC"
"936","codmine04047","Dopi",2022-07-02,"Ituri",58,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","Observed","Concassage, Lavage, Traiter les déchets","IPIS - PDEC"
"937","codmine04049","Ibakunja",2022-07-03,"Ituri",105,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Environnement, Énergie","No traceability program","None","None observed",NA,"IPIS - PDEC"
"938","codmine04050","Koweït",2022-07-06,"Haut-Uele",120,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - PDEC"
"939","codmine04052","Malekesa",2022-06-28,"Ituri",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","ANR","Chefferie","No traceability program","None","Observed","Concassage, Traiter les déchets","IPIS - PDEC"
"940","codmine04053","Mambo Bado",2022-06-30,"Ituri",62,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","None observed",NA,"IPIS - PDEC"
"941","codmine04056","Paradis",2022-07-04,"Ituri",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - PDEC"
"942","codmine04058","Site Bakeke",2022-07-01,"Ituri",140,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - PDEC"
"943","codmine04062","Vumulia",2022-06-29,"Tshopo",48,"Less than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Usage du mercure","IPIS - PDEC"
"944","codmine04063","Vunja Caisse",2022-07-10,"Ituri",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","None observed",NA,"IPIS - PDEC"
"945","codmine04068","Enva Bisengo 2",2023-02-21,"Tshopo",78,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Groupe armé non identifié","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Énergie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"946","codmine04069","Kentucky",2023-02-22,"Tshopo",72,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Énergie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"947","codmine04070","Tour à Tour",2023-02-22,"Tshopo",140,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"948","codmine04071","Mapendo",2023-02-26,"Tshopo",26,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"949","codmine04072","Chicago",2023-03-01,"Tshopo",42,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"950","codmine04073","Kakanga",2023-03-14,"Sud-Kivu",800,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"951","codmine04074","Rugabano",2023-02-27,"Sud-Kivu",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"952","codmine04075","Karongozi",2023-03-07,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"953","codmine04076","Karonge",2023-03-07,"Sud-Kivu",15,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"954","codmine04077","Kalingi",2023-03-07,"Sud-Kivu",6,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"955","codmine04078","Makaina",2023-02-18,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Mutetezi","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"956","codmine04079","Katenga/Kidego",2023-02-19,"Sud-Kivu",257,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï Mutetezi","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"957","codmine04080","Kigazura",2023-02-21,"Sud-Kivu",55,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Mutetezi","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"958","codmine04081","Lwelela",2023-02-23,"Sud-Kivu",39,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Mutetezi","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"959","codmine04082","Nakisambi",2023-02-25,"Sud-Kivu",25,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Mutetezi","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"960","codmine04083","Safienko",2023-03-07,"Sud-Kivu",122,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"961","codmine04084","Kaza Roho",2023-03-08,"Sud-Kivu",15,"More than 2h walk","More than 2h walk","Or",NA,NA,"No data","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"962","codmine04085","Tchamakala/Pay-Pay",2023-03-14,"Maniema",100,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","FARDC","Aléatoire",NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","Observed","Lavage, Traiter les déchets, Usage du mercure, La pêche","IPIS - USAID"
"963","codmine04086","Musafiri/Kivuko",2023-03-06,"Maniema",280,"More than 2h walk","More than 2h walk","Or","Cassitérite",NA,"Observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire","Groupe autodéfense Kems","Aléatoire","SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
