Unnamed: 0,name,visit_date,province,workers_numb,mineral1,mineral2,mineral3,mercury,interference,armed_group1,armed_group2,armed_group3,state_service1,state_service2,state_service3,state_service4,childunder15work
986,Kamingazi,2023-02-27,Maniema,350,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,"Lavage, Traiter les déchets, Usage du mercure"
987,Kikwanga 2,2023-02-28,Maniema,185,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,,"Creuser, Lavage, Usage du mercure"
988,Mukoko,2023-03-14,Nord-Kivu,100,Or,,,None observed,Observed,NDC-R,,,,,,,
989,Mafofoki2,2023-03-14,Nord-Kivu,19,Or,,,None observed,Observed,NDC-R,,,,,,,
990,Nyakarikari,2023-03-26,Nord-Kivu,8,Or,,,None observed,Observed,NDC-R,,,,,,,
991,Rivière Kadubo,2022-08-01,Sud-Kivu,40,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage"
992,Kalombe Nyama,2022-07-19,Maniema,85,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,CEEC,DGRMA,
993,Moki,2022-07-19,Maniema,109,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,DGRMA,,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
994,Mungamba,2022-07-20,Maniema,86,Cassitérite,,,No data,None observed,,,,SAEMAPE,,,,
995,Amankulu,2022-07-21,Maniema,168,Cassitérite,,,No data,Observed,FARDC,,,SAEMAPE,,,,"Creuser, Lavage, Traiter les déchets"
996,Bloc 18 Epiration,2022-07-23,Maniema,60,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,ANR,DGM,"Lavage, Traiter les déchets"
997,Kilima vumbi,2022-07-23,Maniema,80,Cassitérite,,,No data,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,ANR,"Creuser, Lavage, Traiter les déchets"
998,Tokomeka,2022-07-25,Maniema,165,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,"Creuser, Transport des sables"
999,Bache,2022-07-30,Maniema,85,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets"
1000,Bamiyemiye,2022-07-30,Maniema,45,Cassitérite,,,No data,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,,,,,"Creuser, Lavage, Traiter les déchets"
1001,Kangonga,2022-07-31,Maniema,102,Or,Cassitérite,,Observed,Observed,FARDC,FARDC,Police Nationale Congolaise (sauf PMH),SAEMAPE,Division des mines,,,
1002,Metsera 2,2022-08-04,Maniema,100,Cassitérite,Wolframite,,No data,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Concassage, Lavage, Traiter les déchets"
1003,Mangalala 1,2022-08-05,Maniema,140,Cassitérite,Wolframite,,No data,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,,,"Transport des minerais, Transport des graviers minéralisé vers le site de lavage"
1004,Mingola,2022-08-06,Maniema,85,Wolframite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Concassage, Lavage, Traiter les déchets"
1005,Kitsule,2022-08-08,Nord-Kivu,240,Coltan,Cassitérite,,No data,None observed,,,,SAEMAPE,Division des mines,,,
1006,Muhemba,2022-08-12,Nord-Kivu,25,Cassitérite,Coltan,,No data,Observed,Maï-Maï APCLS,,,,,,,
1007,Mafuo,2022-08-12,Nord-Kivu,10,Coltan,,,No data,Observed,Maï-Maï APCLS,,,SAEMAPE,Division des mines,,,
1008,Kangati/Rubonga,2022-08-17,Nord-Kivu,68,Cassitérite,Coltan,Or,None observed,Observed,Maï-Maï APCLS,,,,,,,
1009,Kaliki/Nyarwenda,2022-08-18,Nord-Kivu,320,Cassitérite,Coltan,Or,None observed,Observed,Maï-Maï APCLS,,,,,,,Creuser
1010,Ntokwa/Makashwa,2022-08-21,Nord-Kivu,58,Or,,,None observed,Observed,NDC-R,,,Division des mines,,,,
1011,Malimingi,2022-08-21,Nord-Kivu,1256,Or,,,None observed,Observed,NDC-R,,,Division des mines,,,,"Transport des minerais, Traiter les déchets"
1012,Mungu Miyo,2022-08-22,Ituri,450,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1013,Leyi,2022-08-24,Ituri,65,Or,,,Observed,None observed,,,,,,,,"Creuser, Lavage, Usage du mercure"
1014,Kikwit,2022-08-25,Ituri,180,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1015,Père Ignace,2022-08-27,Ituri,30,Or,,,Observed,Observed,FARDC,Autodéfense Zaïre,,,,,,"Creuser, Lavage, Transport des minerais"
1016,Mungu Djakisa,2022-08-27,Ituri,1250,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),Autodéfense Zaïre,,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
1017,Zani Kodo,2022-08-29,Ituri,650,Or,,,Observed,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,DGI,Afridex,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1018,Gbado,2022-08-30,Ituri,75,Or,,,Observed,None observed,,,,,,,,"Creuser sous terre, Transport des minerais, Traiter les déchets, Usage du mercure"
1019,Kpangba 2,2022-09-01,Ituri,36,Or,,,None observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais"
1020,Uree,2022-09-02,Ituri,64,Or,,,None observed,None observed,,,,,,,,
1021,Mazembe,2022-09-03,Ituri,26,Or,,,Observed,Observed,CODECO,,,,,,,Lavage
1022,Wele,2022-09-06,Ituri,76,Or,,,Observed,None observed,,,,,,,,
1023,Apodo,2022-09-08,Ituri,96,Or,,,Observed,None observed,,,,SAEMAPE,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
1024,Centrale,2022-09-09,Ituri,280,Or,,,Observed,None observed,,,,SAEMAPE,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
1025,Tuluga,2022-09-14,Tanganyika,700,Coltan,,,No data,Observed,Maï-Maï Hapa na pale,,,,,,,"Creuser, Lavage, Traiter les déchets"
1026,Sisala Nyakibala widambo/Malanga,2022-08-22,Sud-Kivu,30,Or,,,Observed,None observed,,,,,,,,
1027,Itokolo Mulolo,2022-08-23,Sud-Kivu,22,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,"Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1028,Mulolo kabulungu,2022-08-26,Sud-Kivu,600,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1029,kamuninga isega kamusuku,2022-08-23,Sud-Kivu,50,Or,,,Observed,None observed,,,,,,,,"Creuser, Lavage, Traiter les déchets, Usage du mercure"
1030,Isega katakata kalyanga,2022-08-24,Sud-Kivu,58,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Anti-fraude,Chefferie,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1031,Nyakinyami,2022-08-25,Sud-Kivu,75,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,"Creuser, Plongeur, Lavage, Traiter les déchets, Usage du mercure"
1032,Mibanga kababile,2022-09-02,Sud-Kivu,10,Or,,,None observed,None observed,,,,,,,,
1033,Kelela muzenzele,2022-09-05,Sud-Kivu,1000,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1034,Kisasa,2022-09-08,Sud-Kivu,10,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,
1035,Kasamba/Mulombyo,2022-09-04,Sud-Kivu,17,Or,,,Observed,None observed,,,,,,,,
1036,Kebela,2022-09-09,Sud-Kivu,50,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,Anti-fraude,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1037,Kabalende1 bilembalemba/Musitu,2022-09-10,Sud-Kivu,400,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,,,,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1038,Kabale2,2022-09-12,Sud-Kivu,15,Or,,,None observed,None observed,,,,,,,,
1039,Poto Malili/Wanpongo,2022-09-12,Sud-Kivu,36,Or,,,Observed,None observed,,,,,,,,"Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1040,Nsele1,2022-09-14,Sud-Kivu,50,Or,,,Observed,Observed,FARDC,,,,,,,
1041,Kalay,2022-09-15,Sud-Kivu,400,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,Anti-fraude,
1042,Kisasa1,2022-09-17,Sud-Kivu,500,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Anti-fraude,Chefferie,
1043,Kigela/Kaziba,2022-09-15,Sud-Kivu,250,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,,,,,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1044,Mpusya kisasa3/Nganya,2022-09-19,Sud-Kivu,200,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,DGI,
1045,Lukamba milrmbe,2022-09-20,Sud-Kivu,100,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
1046,Wamugonga tubazowe,2022-09-20,Sud-Kivu,40,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,
1047,Kyabunda,2022-09-21,Sud-Kivu,32,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,Anti-fraude,Creuser
1048,Kamisele,2022-09-22,Sud-Kivu,300,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Anti-fraude,Chefferie,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
